Fiyat,Ürün Adı,Kullanım Amaç,İşletim Sistemi,Ekran Boyutu,Ekran Çözünürlüğü,Ekran Hızı,İşlemci Markası,İşlemci Serisi,RAM,SSD Var mı,SSD Kapasitesi,GPU Modeli,GPU Var mı,USB 3.0 Var mı,USB 3.0 Adet,USB-C Var mı,USB-C Adet,HDMI Var mı,Pil Gücü,Pil Hücre Sayısı
"38.999,00",MSI Katana GF66 11UE-605XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 85W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"28.799,00",Monster Abra A5 V17.3.5 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 3050 Ti 75W,Var,2,Var,1,Var,41.0 Wh,4 Hücreli
"27.599,00",Casper Excalibur G770.1265-BFJ0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"34.534,21",Lenovo IdeaPad Gaming 3 82K200JUTX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 90W,Var,2,Var,1,Var,60.0 Wh,
"35.907,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00120),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"34.873,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00111),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"58.075,75",Lenovo ThinkPad T14s G2 20WM0AEHTX058 Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"26.999,00",Acer Nitro V 15 ANV15-51-50SY Notebook (NH.QNBEY.003),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,8 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,57.0 Wh,4 Hücreli
"57.088,06",Lenovo ThinkPad T14s G2 20WM0AEHTX043 Ultrabook,İş/Mobil,Windows 11 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"28.699,00",Casper Excalibur G870.1245-BVA0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"58.075,75",Lenovo ThinkPad T14s G2 20WM0AEHTX028 Ultrabook,İş/Mobil,Windows 10 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"29.999,90",HP Victus 16-d1047nt (68P32EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"29.809,00",Lenovo IdeaPad Gaming 3 82K20256TX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,120 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 90W,Var,2,Var,1,Var,60.0 Wh,
"49.995,00",Asus Zenbook 14X OLED UX3404VC-M9191W Ultrabook,İş/Mobil,Windows 11 Home,14.5 İnç,2880 x 1800 Piksel,120 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,1,Var,2,Var,70.0 Wh,3 Hücreli
"28.605,79",Lenovo IdeaPad 5 Pro 14 İnç 82L70099TX Ultrabook,Genel Kullanım,Windows 10 Home,14 İnç,2880 x 1800 Piksel,90 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,56.5 Wh,
"40.419,00",HP ProBook 450 G9 (6S6Y7EA18) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,2 TB,,,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"33.999,00",Lenovo ThinkBook 15 G4 21DJ00G9TX24 Notebook,Genel Kullanım,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
"44.389,04",Lenovo IdeaPad Gaming 3 82K200T4TX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,AMD,AMD Ryzen 5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060 90W,Var,2,Var,1,Var,60.0 Wh,
"70.153,68",MSI Prestige 15 A11UC-053TR Notebook,Genel Kullanım,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,60 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,2,Var,82 Wh,4 Hücreli
"26.999,00",HP Victus 16-e1006nt (68S22EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"99.999,00",Asus Zenbook Pro 15 UX535LH-BO124T Ultrabook,İş/Mobil,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 Max-Q,Var,1,Var,1,Var,,
"33.999,00",Lenovo ThinkBook 15 G4 21DJ00G9TX15 Notebook,Genel Kullanım,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
"65.818,99",Lenovo ThinkPad T15P 20TN0019TX05 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1.5 TB,Var,NVIDIA GeForce GTX 1050 3GB,Var,2,Var,1,Var,68 Wh,
"56.123,00",Lenovo ThinkPad T14 G2 20W1S1HWTX075 Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"26.999,00",HP Victus Gaming 15-fb0017nt (7N5R1EA) Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,AMD Radeon RX 6500M,Var,2,Var,1,Var,52.5 Wh,3 Hücreli
"53.445,40",Dell Latitude 5531 N201l553115VP_U Notebook,İş/Mobil,Linux,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,64.0 Wh,4 Hücreli
"55.169,00",Lenovo ThinkPad T14 G2 20W1S1HWTX059 Ultrabook,İş/Mobil,Windows 11 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"33.199,00",Gigabyte G5 MF-E2EE333SD (16GB/512SSD) Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 75W,Var,1,Var,2,Var,54.0 Wh,
"56.886,16",Lenovo ThinkPad T14 G2 20W1S1HWTX043 Ultrabook,İş/Mobil,Windows 10 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"55.918,71",Lenovo ThinkPad T14 G2 20W1S1HWTX027 Ultrabook,İş/Mobil,Windows 10 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,50.0 Wh,
"41.500,00",Lenovo ThinkPad T15 G2 20W5003TTX011 Notebook,İş/Mobil,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,2,Var,2,Var,57.0 Wh,
"37.799,00",Monster Abra A5 V17.4.1 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"33.499,00",Acer Nitro 5 AN515-57-709T Notebook (NH.QFGEY.002),Oyun,Endless OS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 100W,Var,3,Var,1,Var,,4 Hücreli
"31.399,00",Casper Excalibur G770.1265-BVJ0A-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"89.999,00","Apple MacBook Pro 14.2"" M3 Pro (12CPU/18GPU) Notebook (MRX73TU/A)",İş/Mobil,macOS Sonoma,14.2 İnç,3024 x 1964 Piksel,120 Hz,Apple,Apple M3 Pro,18 GB,Var,1 TB,,,,,Var,3,Var,72.4 Wh,
"89.999,00","Apple MacBook Pro 14.2"" M3 Pro (12CPU/18GPU) Notebook (MRX43TU/A)",İş/Mobil,macOS Sonoma,14.2 İnç,3024 x 1964 Piksel,120 Hz,Apple,Apple M3 Pro,18 GB,Var,1 TB,,,,,Var,3,Var,72.4 Wh,
"40.270,00",HP ProBook 440 G9 (6S6W2EA24) Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce MX570,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"31.749,00",MSI Thin GF63 12UC-666XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"30.199,00",Casper Excalibur G770.1270-BFJ0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"29.999,00",HP Victus Gaming 15-fa0009nt (80D31EA) Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"29.387,31",Dell G15 Gaming 5520 G552023011000U Notebook,Oyun,Linux,15.6 İnç,1920 x 1080 Piksel,120 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,56.0 Wh,3 Hücreli
"36.999,00","Lenovo Legion 5 (15.6"") 82JH002HTX Notebook",Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,60.0 Wh,
"35.263,28",Acer Nitro 5 AN515-58-79YK Notebook (NH.QFMEY.004),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 140W,Var,3,Var,1,Var,,4 Hücreli
"29.473,45",Lenovo IdeaPad Gaming 3 82S900VBTX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,120 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 85W,Var,2,Var,1,Var,45.0 Wh,
"31.362,50","Lenovo Legion 5 (15.6"") 82JU00EBTX Notebook",Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,3,Var,2,Var,60.0 Wh,
"34.848,22",HP Victus Gaming 16-s0067nt (8V8A1EA) (16GB/2TBSSD/DOS) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"37.432,51",Game Garaj Slayer R5XL-4050 C2 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,1,Var,1,Var,,
"34.781,74",Lenovo ThinkPad E15 G2 20TD004HTX72 Notebook,İş/Mobil,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2.25 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,3 Hücreli
"35.816,00",Lenovo ThinkPad E15 G2 20TDS04RTX065 Notebook,İş/Mobil,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,3 Hücreli
"34.564,52",Lenovo ThinkPad E15 G2 20TDS0BTGA35 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,3 Hücreli
"47.900,00",HP ZBook Firefly 16 İnç G9 (69Q79EA) Notebook,İş/Mobil,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA T550,Var,2,Var,2,Var,76.0 Wh,6 Hücreli
"34.202,48",Lenovo ThinkPad E15 G2 20TDS0BTGA23 Notebook,İş/Mobil,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,3 Hücreli
"40.270,00",HP ProBook 440 G9 (6S6W2EA11) Ultrabook,İş/Mobil,FreeDOS,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,256 GB,Var,NVIDIA GeForce MX570,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"54.099,00",HP ZBook Firefly 16 İnç G9 (6B898EA) Notebook,İş/Mobil,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA T550,Var,2,Var,2,Var,76.0 Wh,6 Hücreli
"89.325,43",Lenovo ThinkPad P17 G2 20YU0023TX048 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"43.999,00",Huawei MateBook 16s 2023 (i9/16GB/1TB) Notebook (53013SCW),Genel Kullanım,Windows 11 Home,16 İnç,2520 x 1680 Piksel,,Intel,Intel Core i9,16 GB,Var,1 TB,,,Var,2,Var,2,Var,84.0 Wh,
"36.519,55",Lenovo ThinkPad E14 G2 20TA0056TXA24 Notebook,İş/Mobil,Windows 10 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,
"31.999,00",Lenovo IdeaPad Gaming 3 82SB00B5TX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 85W,Var,2,Var,1,Var,45.0 Wh,
"89.148,13",Lenovo ThinkPad P17 G2 20YU001XTX01 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"36.338,53",Lenovo ThinkPad E14 G2 20TA0055TX23 Notebook,İş/Mobil,Windows 10 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,
"36.360,16",Game Garaj Slayer R5-4050 C2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,1,Var,1,Var,,
"26.999,00",Lenovo IdeaPad Gaming 3 82SB00FSTX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,120 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 85W,Var,2,Var,1,Var,45.0 Wh,
"28.999,00",HP Victus Gaming 15-fa1045nt (7P8M6EA) Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"28.499,25",Lenovo IdeaPad Gaming 3 82S9015TTX Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,120 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 85W,Var,2,Var,1,Var,60.0 Wh,
"71.446,64",Lenovo ThinkPad T15p G2 21A70007TX029 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"30.169,00",Casper Excalibur G770.1245-BFJ0P-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"49.500,00",MSI GF63 Thin 11UD-428XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"63.967,37",HP ZBook Create G7 (1J3R9EA02) Notebook,Genel Kullanım,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 2070 Max-Q,Var,1,Var,2,,83.0 Wh,6 Hücreli
"71.058,34",Lenovo ThinkPad T15p G2 21A70007TX008 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"38.539,00",HP EliteBook 640 G9 (6S734EA29) Ultrabook,Genel Kullanım,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,64 GB,Var,2 TB,,,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"89.148,13",Lenovo ThinkPad P17 G2 20YU0023TX041 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"37.340,00",Lenovo ThinkPad E14 G2 20TA0054TX024 Notebook,İş/Mobil,Windows 10 Home,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,32 GB,Var,1.5 TB,Var,NVIDIA GeForce MX450,Var,1,Var,1,Var,45.0 Wh,
"23.999,00",Acer Nitro 5 AN515-46-R22Y (16GB/512SSD) Notebook (NH.QGXEY.001-16),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 95W,Var,3,Var,1,Var,,4 Hücreli
"27.899,00",Monster Abra A7 V13.3.3 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,2,Var,1,Var,41.0 Wh,4 Hücreli
"89.148,13",Lenovo ThinkPad P17 G2 20YU0023TX033 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"89.148,13",Lenovo ThinkPad P17 G2 20YU0023TX010 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"27.999,00",Asus Vivobook Pro 15 M6500IH-HN036 Notebook,Genel Kullanım,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,1,Var,1,Var,50.0 Wh,3 Hücreli
"47.999,00",Lenovo Yoga 7 82YL0048TX 2'si 1 Arada,İş/Mobil,Windows 11 Home,14 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,,,Var,1,Var,2,Var,71.0 Wh,
"89.148,13",Lenovo ThinkPad P17 G2 20YU0023TX002 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"23.279,98",Acer Aspire 3 A315-58G Notebook (A31558G584027),Genel Kullanım,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,32 GB,Var,2 TB,Var,NVIDIA GeForce MX350,Var,2,,,Var,,2 Hücreli
"24.811,23",Asus ExpertBook B1 B1500CEPE-BQ072622 Notebook,İş/Mobil,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i5,40 GB,Var,2 TB,Var,NVIDIA GeForce MX330,Var,2,Var,1,Var,42.0 Wh,3 Hücreli
"28.575,00",HP 245 G9 (6Q8M4ES16) Ultrabook,İş/Mobil,FreeDOS,14 İnç,1920 x 1080 Piksel,,AMD,AMD Ryzen 7,64 GB,Var,2 TB,,,Var,2,Var,1,Var,41.0 Wh,3 Hücreli
"29.999,00",MSI Bravo 15 C7VE-062XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"27.499,00",MSI Thin GF63 12UC-673TR Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 45W,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"71.252,49",Lenovo ThinkPad T15p G2 21A70007TX023 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"29.209,39",Lenovo ThinkBook 15 G4 21DJ00G9TX07 Notebook,Genel Kullanım,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,1 TB,Var,NVIDIA GeForce MX550,Var,2,Var,2,Var,45.0 Wh,
"63.967,37",HP ZBook Create G7 (1J3R9EA) Notebook,Genel Kullanım,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 2070 Max-Q,Var,1,Var,2,,83.0 Wh,6 Hücreli
"29.999,00",Acer Nitro V 15 ANV15-51-763N Notebook (NH.QNBEY.005),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,57.0 Wh,4 Hücreli
"25.999,00",Lenovo LOQ 82XV00SWTX Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 95W,Var,3,Var,1,Var,60.0 Wh,
"74.336,95",Lenovo ThinkPad T15P G2 21A7000FTX030 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,500 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"70.864,19",Lenovo ThinkPad T15p G2 21A70007TX002 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"33.839,00",HP ProBook 440 G9 (5Y3Z3EA08) Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,1.5 TB,,,Var,3,Var,1,Var,42.0 Wh,3 Hücreli
"52.999,00",MSI Katana GF76 11UD-059XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"36.689,78",MSI Katana GF66 11UE-606TR Notebook,Oyun,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 85W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
