Fiyat,Ürün Adı,Kullanım Amaç,İşletim Sistemi,Ekran Boyutu,Ekran Çözünürlüğü,Ekran Hızı,İşlemci Markası,İşlemci Serisi,RAM,SSD Var mı,SSD Kapasitesi,GPU Modeli,GPU Var mı,USB 3.0 Var mı,USB 3.0 Adet,USB-C Var mı,USB-C Adet,HDMI Var mı,Pil Gücü,Pil Hücre Sayısı
"96.594,87",Lenovo ThinkPad P17 G2 20YU001XTX047 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"98.895,53",Lenovo ThinkPad P17 G2 20YU0023TX047 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"36.145,30",Monster Abra A7 V14.6.2 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"96.594,87",Lenovo ThinkPad P17 G2 20YU0023TX016 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"96.594,87",Lenovo ThinkPad P17 G2 20YU0023TX039 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"47.563,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.009),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"96.594,87",Lenovo ThinkPad P17 G2 20YU001XTX008 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,128 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"57.999,00",MSI Katana 17 B12VGK-401XTR (32GB/1TB SSD) Notebook,Oyun,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"38.555,06",Monster Tulpar T5 V23.2.5 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 100W,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"65.999,98",Asus ROG Strix G16 BMG614JVN315725 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"69.999,90",MSI Crosshair 17 B12UGSZ-297TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,2,Var,1,Var,90.0 Wh,4 Hücreli
"64.499,98",Asus ROG Strix G16 BMG614J-VN315716 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"102.158,33",HP ZBook Studio G8 (314G5EA5) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i9,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,1,Var,2,Var,83.0 Wh,6 Hücreli
"57.750,00",MSI Crosshair 15 B12UGSZ-435TR Notebook,Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,2,Var,1,Var,90.0 Wh,4 Hücreli
"87.156,00",HP ZBook Power G9 (6B8G0EA) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"59.332,00",Dell G15 Gaming 5520 G55201800H17 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,120 Hz,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3060,Var,3,Var,1,Var,86.0 Wh,6 Hücreli
"43.999,00",HP Victus Gaming 16-r0068nt (8B5Y7EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"48.879,00",Acer Nitro 5 AN515-58-79XA Notebook (NH.QM0EY.00125),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,,4 Hücreli
"56.799,00",HP ENVY 16-h1003nt (804B9EA) Notebook,İş/Mobil,Windows 11 Pro,16 İnç,2560 x 1600 Piksel,120 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,83.0 Wh,6 Hücreli
"42.599,00",Acer Nitro 16 AN16-41 Notebook (NH.QLLEY.001-32),Oyun,FreeDOS,16 İnç,2560 x 1600 Piksel,165 Hz,AMD,AMD Ryzen 7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,
"61.813,00",HP OMEN 17-cm2005nt (7P6D4EAF05) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"70.160,00",Asus Vivobook Pro 16X OLED K6604JV-MX009W Notebook,Oyun,Windows 11 Home,16 İnç,3200 x 2000 Piksel,120 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"49.089,60",HP OMEN Gaming 16-wf0029nt (7Q7Y2EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,83.0 Wh,6 Hücreli
"58.799,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019F09 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"49.351,89",Game Garaj Slayer2 10XL-3070TI C2 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,360 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,2,Var,1,Var,90.0 Wh,4 Hücreli
"99.163,89",Lenovo ThinkPad P17 G2 20YU0022TX03 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA RTX A3000,Var,2,Var,3,Var,94 Wh,
"49.399,00",Monster Tulpar T5 V23.3.9 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"69.719,00",HP OMEN 17-cm2005nt (7P6D4EAP04) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"67.952,00",HP OMEN 17-cm2005nt (7P6D4EAH04) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"67.632,00",HP OMEN 17-ck2001nt (7P6D4EAP03) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,16 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"61.299,00",Asus ROG Zephyrus G16 GUW603ZU-NW3021P11 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,48 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"65.912,00",HP OMEN 17-ck2001nt (7P6D4EAH03) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,240 Hz,Intel,Intel Core i7,16 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"59.799,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019H11 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,48 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"48.699,00",Casper Excalibur G911.1370-BFB0X-C Notebook,Oyun,FreeDOS,16 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,64 Wh,4 Hücreli
"100.578,40",HP ZBook Studio G8 (314G5EA4) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,1,Var,2,Var,83.0 Wh,6 Hücreli
"55.647,00",Asus ROG Strix G16 BMG614J-U319408 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"99.946,43",HP ZBook Studio G8 (314G5EA) Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i9,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,1,Var,2,Var,83.0 Wh,6 Hücreli
"105.000,00",Dell Precision 5470 XCTOP5470EMEA_VP-2 Ultrabook,İş/Mobil,Windows 11 Pro,14 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i9,32 GB,Var,512 GB,Var,NVIDIA RTX A1000,,,Var,4,,72.0 Wh,4 Hücreli
"54.801,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.P008),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"54.876,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.P008),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"49.349,00",Acer Nitro 5 AN515-58 NHQM0EY00126 Notebook,Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"53.391,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.H008),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"55.035,00",HP OMEN 16-c0026nt (556G6EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 9,32 GB,Var,1 TB,Var,AMD Radeon RX 6600M,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"53.476,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.H008),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"48.879,00",Acer Nitro 5 AN515-58 NH.QM0EY.00117 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"65.536,00",HP OMEN 17-cm2005nt (7P6D4EAP02) Notebook,Oyun,Windows 11 Pro,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"53.485,00",Asus ROG Strix G16 BMG614J-U319406 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"63.872,00",HP OMEN 17-cm2005nt (7P6D4EAH02) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"42.017,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00127),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"53.767,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.P006),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"40.983,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00118),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,64 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"53.823,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.P006),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"57.433,00",Asus ROG Strix G16 BMG614J-U319425 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"47.469,00",Acer Nitro 5 AN515-58 NH.QM0EY.00124 Notebook,Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"52.357,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.H006),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"52.460,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.H006),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"55.835,00",Asus ROG Strix G16 BMG614J-U319416 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"46.999,00",Acer Nitro 5 AN515-58 NH.QM0EY.00115 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"99.799,49",Lenovo Legion 5 82RB00DBTX03 Notebook,Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"35.499,00",Monster Tulpar T5 V23.2.2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 100W,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"59.300,01",HP OMEN 17-cm2001nt (7P656EA) Notebook,Oyun,Windows 11 Home,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"62.999,98",Asus ROG Strix G16 BMG614JVN315707 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"86.449,48",Lenovo Legion 5 82RB00DBTX01 Notebook,Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1.5 TB,Var,NVIDIA GeForce RTX 3070 Ti 140W,Var,3,Var,3,Var,80.0 Wh,
"46.999,00",Casper Excalibur G870.1265-DQB0A-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"73.140,00",Lenovo ThinkPad P1 (G4) 20Y3000PTX Notebook,İş/Mobil,Windows 10 Pro,16 İnç,3840 x 2400 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,2,Var,90.0 Wh,
"109.126,91",Dell Precision 5570 XCTOP5770EMEA-VP 1A8 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,64 GB,Var,1.5 TB,Var,NVIDIA RTX A2000,,,Var,3,,86.0 Wh,6 Hücreli
"45.663,79","Lenovo Legion 5 (15.6"") 82JH002DTX Notebook",Oyun,Windows 11 Home,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 130W,Var,4,Var,2,Var,60.0 Wh,
"55.177,00",Asus ROG Strix G16 BMG614JVN315723 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"34.989,00",Casper Excalibur G870.1245-DXB0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"62.799,00",Monster Tulpar T6 V1.1.1 Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070 140W,Var,2,Var,1,Var,63.0 Wh,4 Hücreli
"60.899,00",Asus ROG Zephyrus G16 GUW603ZU-NW3021P06 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"61.999,98",Asus ROG Strix G16 BMG614JVN315714 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"59.299,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019H06 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"48.033,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.026),Oyun,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"94.467,23",Lenovo ThinkPad P17 G2 20YU0023TX062 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"46.811,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.017),Oyun,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"46.599,00",Monster Tulpar T5 V23.3.8 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"94.132,52",Lenovo ThinkPad P17 G2 20YU001XTX11 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"65.499,00",Monster Tulpar T6 V1.1.5 Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,2,Var,1,Var,63.0 Wh,4 Hücreli
"66.175,00",HP OMEN 17-cm2005nt (7P6D4EAF04) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,4 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"35.849,00",Acer Nitro 5 AN515-46-R6NX Notebook (NH.QH1EY.002),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti 150W,Var,3,Var,1,Var,59.0 Wh,4 Hücreli
"46.905,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.024),Oyun,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"58.199,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019F11 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,48 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"45.777,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.015),Oyun,Windows 10 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,2 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"48.409,00",Acer Nitro 5 AN515-58 NH.QM0EY.00116 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,,4 Hücreli
"64.192,00",HP OMEN 17-cm2005nt (7P6D4EAF03) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,3 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"47.298,37",Game Garaj Slayer3 7-4060 C3 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,1,Var,,
"52.075,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.F008),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"52.084,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.F008),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"46.500,00",Acer Nitro 5 AN515-58 NH.QM0EY.00108 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"62.208,00",HP OMEN 17-cm2005nt (7P6D4EAF02) Notebook,Oyun,FreeDOS,17.3 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,2 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"34.999,00",Monster Abra A7 V14.5.2 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
